human_time	tobii_timestamp_us	x_position	y_position
2026-01-30 16:04:01.408	1382864692776	-0.030535	0.553285
2026-01-30 16:04:01.410	1382864723104	0.124433	0.57835
2026-01-30 16:04:01.410	1382864753275	0.123995	0.578714
2026-01-30 16:04:01.411	1382864783524	0.123964	0.57836
2026-01-30 16:04:01.412	1382864813603	0.123659	0.578568
2026-01-30 16:04:01.412	1382864843940	0.123764	0.57893
2026-01-30 16:04:01.413	1382864874083	0.123882	0.579269
2026-01-30 16:04:01.414	1382864904411	0.124081	0.578456
2026-01-30 16:04:01.414	1382864934486	0.123867	0.578357
2026-01-30 16:04:01.415	1382864964823	0.123397	0.576797
2026-01-30 16:04:01.416	1382864994878	-0.0357467	0.564776
2026-01-30 16:04:01.417	1382865025187	0.120483	0.571347
2026-01-30 16:04:01.418	1382865055267	0.117679	0.570021
2026-01-30 16:04:01.419	1382865085631	0.114516	0.56818
2026-01-30 16:04:01.419	1382865115765	0.111128	0.564844
2026-01-30 16:04:01.420	1382865146034	0.107316	0.562901
2026-01-30 16:04:01.421	1382865176150	0.105503	0.559475
2026-01-30 16:04:01.422	1382865206486	0.103317	0.556467
2026-01-30 16:04:01.422	1382865236515	0.1014	0.553434
2026-01-30 16:04:01.423	1382865266843	0.0992771	0.552791
2026-01-30 16:04:01.424	1382865296880	0.0983308	0.553063
2026-01-30 16:04:01.425	1382865327208	0.0967773	0.553064
2026-01-30 16:04:01.426	1382865357228	0.095699	0.55092
2026-01-30 16:04:01.426	1382865387564	0.0955512	0.546902
2026-01-30 16:04:01.427	1382865417813	0.0942043	0.544825
2026-01-30 16:04:01.428	1382865447920	0.0934697	0.543868
2026-01-30 16:04:01.429	1382865478170	0.0928866	0.543349
2026-01-30 16:04:01.429	1382865508323	0.0926359	0.542049
2026-01-30 16:04:01.430	1382865538715	0.092031	0.539682
2026-01-30 16:04:01.431	1382865568753	0.0922523	0.5397
2026-01-30 16:04:01.431	1382865599117	0.092429	0.539837
2026-01-30 16:04:01.432	1382865629215	0.0925436	0.539326
2026-01-30 16:04:01.433	1382865659500	0.0925117	0.540271
2026-01-30 16:04:01.434	1382865689598	0.0924339	0.541916
2026-01-30 16:04:01.434	1382865719962	0.091981	0.544417
2026-01-30 16:04:01.435	1382865750037	0.091544	0.547016
2026-01-30 16:04:01.436	1382865780277	0.0912193	0.550225
2026-01-30 16:04:01.437	1382865810402	0.0909334	0.554021
2026-01-30 16:04:01.438	1382865840739	0.0900996	0.559916
2026-01-30 16:04:01.439	1382865871048	0.0884283	0.561458
2026-01-30 16:04:01.440	1382865901142	0.0877091	0.563988
2026-01-30 16:04:01.441	1382865931488	0.0898293	0.56665
2026-01-30 16:04:01.442	1382865961585	0.0930967	0.566976
2026-01-30 16:04:01.443	1382865991931	0.0947157	0.566611
2026-01-30 16:04:01.444	1382866021969	0.095864	0.566239
2026-01-30 16:04:01.445	1382866052279	0.0973698	0.565903
2026-01-30 16:04:01.446	1382866082334	0.0985717	0.566671
2026-01-30 16:04:01.446	1382866112662	0.0996571	0.5676
2026-01-30 16:04:01.447	1382866142815	0.100423	0.5685
2026-01-30 16:04:01.447	1382866173064	0.101245	0.569706
2026-01-30 16:04:01.449	1382866203199	0.101946	0.569124
2026-01-30 16:04:01.450	1382866233466	0.102099	0.568969
2026-01-30 16:04:01.450	1382866263564	-0.0419245	0.572337
2026-01-30 16:04:01.451	1382866293928	0.102301	0.567953
2026-01-30 16:04:01.452	1382866323994	0.102514	0.568522
2026-01-30 16:04:01.453	1382866354321	0.102391	0.568288
2026-01-30 16:04:01.454	1382866384437	0.10263	0.568189
2026-01-30 16:04:01.455	1382866414783	-0.042325	0.576279
2026-01-30 16:04:01.456	1382866444822	0.0122619	0.583099
2026-01-30 16:04:01.456	1382866475070	0.208841	0.62076
2026-01-30 16:04:01.457	1382866505380	0.36505	0.659602
2026-01-30 16:04:01.458	1382866535523	0.438128	0.682326
2026-01-30 16:04:01.459	1382866565755	0.47176	0.694405
2026-01-30 16:04:01.459	1382866596091	0.487136	0.703393
2026-01-30 16:04:01.460	1382866626138	0.494974	0.710584
2026-01-30 16:04:01.461	1382866656475	0.499155	0.712613
2026-01-30 16:04:01.461	1382866686609	0.502119	0.717584
2026-01-30 16:04:01.462	1382866716840	0.503516	0.722579
2026-01-30 16:04:01.463	1382866746993	0.502834	0.723861
2026-01-30 16:04:01.463	1382866777234	0.501608	0.724721
2026-01-30 16:04:01.464	1382866807377	0.500832	0.722884
2026-01-30 16:04:01.465	1382866837714	0.500014	0.72108
2026-01-30 16:04:01.466	1382866867972	0.499446	0.719533
2026-01-30 16:04:01.466	1382866898024	0.499245	0.718525
2026-01-30 16:04:01.467	1382866928361	0.499461	0.717325
2026-01-30 16:04:01.468	1382866958762	0.499917	0.716194
2026-01-30 16:04:01.469	1382866988754	0.500442	0.715354
2026-01-30 16:04:01.469	1382867019155	0.500847	0.714115
2026-01-30 16:04:01.471	1382867049652	0.502907	0.713493
2026-01-30 16:04:01.472	1382867079502	0.504453	0.713076
2026-01-30 16:04:01.472	1382867109512	0.505908	0.712925
2026-01-30 16:04:01.473	1382867139913	0.507584	0.712089
2026-01-30 16:04:01.474	1382867170011	0.50908	0.712372
2026-01-30 16:04:01.475	1382867200348	0.510433	0.712141
2026-01-30 16:04:01.475	1382867230340	0.511468	0.712679
2026-01-30 16:04:01.476	1382867260456	0.509444	0.712647
2026-01-30 16:04:01.477	1382867290784	0.49429	0.710884
2026-01-30 16:04:01.477	1382867321023	0.459978	0.707646
2026-01-30 16:04:01.479	1382867351071	0.425783	0.706266
2026-01-30 16:04:01.479	1382867381338	0.399465	0.702287
2026-01-30 16:04:01.480	1382867411527	0.381318	0.701865
2026-01-30 16:04:01.481	1382867441662	0.369485	0.703821
2026-01-30 16:04:01.482	1382867471921	0.35929	0.704254
2026-01-30 16:04:01.483	1382867502285	0.347936	0.700419
2026-01-30 16:04:01.483	1382867532475	0.341046	0.70026
2026-01-30 16:04:01.484	1382867562743	0.336614	0.698137
