human_time	tobii_timestamp_us	x_position	y_position
2025-09-18 14:10:34.855	93652318788	0.470259	0.748354
2025-09-18 14:10:34.857	93652348996	0.447658	0.643237
2025-09-18 14:10:34.858	93652379204	0.43865	0.610317
2025-09-18 14:10:34.859	93652409412	0.433959	0.595677
2025-09-18 14:10:34.859	93652439620	0.431455	0.589432
2025-09-18 14:10:34.860	93652469828	0.430019	0.585497
2025-09-18 14:10:34.860	93652500082	0.429069	0.585606
2025-09-18 14:10:34.861	93652530290	0.357099	0.544933
2025-09-18 14:10:34.862	93652560498	0.252941	0.47123
2025-09-18 14:10:34.862	93652590706	0.184161	0.414148
2025-09-18 14:10:34.863	93652620914	0.147775	0.40099
2025-09-18 14:10:34.864	93652651122	0.133116	0.390501
2025-09-18 14:10:34.865	93652681330	0.122168	0.377805
2025-09-18 14:10:34.865	93652711538	0.11627	0.368804
2025-09-18 14:10:34.866	93652741696	0.110906	0.361252
2025-09-18 14:10:34.867	93652771871	0.103969	0.355029
2025-09-18 14:10:34.868	93652802029	0.0874977	0.357539
2025-09-18 14:10:34.868	93652832103	0.0717057	0.360616
2025-09-18 14:10:34.869	93652862178	0.0570972	0.357813
2025-09-18 14:10:34.870	93652892234	0.0434069	0.350793
2025-09-18 14:10:34.870	93652922290	0.0298958	0.339186
2025-09-18 14:10:34.871	93652952347	0.0159553	0.323867
2025-09-18 14:10:34.872	93652982380	0.00332382	0.308166
2025-09-18 14:10:34.872	93653012353	-0.00718732	0.293352
2025-09-18 14:10:34.873	93653042349	-0.0192599	0.273099
2025-09-18 14:10:34.873	93653072350	-0.0407684	0.253076
2025-09-18 14:10:34.874	93653102356	-0.067077	0.232442
2025-09-18 14:10:34.875	93653132321	-0.0796863	0.210652
2025-09-18 14:10:34.875	93653162317	-0.0874747	0.188507
2025-09-18 14:10:34.876	93653192308	-0.095146	0.167942
2025-09-18 14:10:34.877	93653222360	-0.102128	0.143133
2025-09-18 14:10:34.877	93653252361	-0.104178	0.118676
2025-09-18 14:10:34.878	93653282431	-0.0872419	0.017876
2025-09-18 14:10:34.879	93653312478	-0.0800426	-0.0511099
2025-09-18 14:10:34.879	93653342575	-0.0792428	-0.105007
2025-09-18 14:10:34.880	93655909759	0.0858347	-0.18369
2025-09-18 14:10:34.881	93655939833	0.117563	-0.145481
2025-09-18 14:10:34.882	93655970170	0.142601	-0.0961034
2025-09-18 14:10:34.882	93656000323	0.17733	-0.0154883
2025-09-18 14:10:34.883	93656030613	0.209285	0.072628
2025-09-18 14:10:34.884	93656060652	0.212824	0.176096
2025-09-18 14:10:34.885	93656090920	0.212837	0.26159
2025-09-18 14:10:34.885	93656121082	0.216534	0.318432
2025-09-18 14:10:34.886	93656151428	0.220282	0.357161
2025-09-18 14:10:34.887	93656181465	0.222071	0.380697
2025-09-18 14:10:34.888	93656211811	0.224137	0.396363
2025-09-18 14:10:34.888	93656241909	0.225507	0.407565
2025-09-18 14:10:34.889	93656272177	0.226563	0.416687
2025-09-18 14:10:34.890	93656302330	0.227319	0.423694
2025-09-18 14:10:34.890	93656332578	0.228611	0.430792
2025-09-18 14:10:34.891	93656362750	0.229439	0.437368
2025-09-18 14:10:34.892	93656392981	0.240777	0.445344
2025-09-18 14:10:34.892	93656423134	0.280254	0.453492
2025-09-18 14:10:34.893	93656453374	0.313925	0.462823
2025-09-18 14:10:34.894	93656483720	0.341242	0.47326
2025-09-18 14:10:34.894	93656513794	0.387908	0.47852
2025-09-18 14:10:34.895	93656544058	0.42289	0.485105
2025-09-18 14:10:34.896	93656574210	0.445608	0.489247
2025-09-18 14:10:34.896	93656604483	0.459223	0.493587
2025-09-18 14:10:34.897	93656634512	0.467378	0.495721
2025-09-18 14:10:34.898	93656664858	0.472717	0.498868
2025-09-18 14:10:34.898	93656694895	0.476069	0.500753
2025-09-18 14:10:34.899	93656725167	0.478445	0.502416
2025-09-18 14:10:34.899	93656755495	0.481142	0.493316
2025-09-18 14:10:34.900	93656785519	0.484204	0.465116
2025-09-18 14:10:34.901	93656815557	0.487648	0.434558
2025-09-18 14:10:34.901	93656845600	0.490575	0.409352
2025-09-18 14:10:34.902	93656875918	0.493033	0.389555
2025-09-18 14:10:34.903	93656906154	0.494906	0.375757
2025-09-18 14:10:34.904	93656936164	0.496338	0.366112
2025-09-18 14:10:34.904	93656966492	0.497309	0.359643
2025-09-18 14:10:34.905	93656996553	0.498087	0.356124
2025-09-18 14:10:34.906	93657026553	0.498707	0.353744
2025-09-18 14:10:34.906	93657056881	0.498909	0.351923
2025-09-18 14:10:34.907	93657086987	0.499134	0.350672
2025-09-18 14:10:34.908	93657117237	0.49924	0.350255
2025-09-18 14:10:34.908	93657147381	0.499176	0.350727
2025-09-18 14:10:34.909	93657177620	0.499108	0.35067
2025-09-18 14:10:34.909	93657207810	0.499059	0.351228
2025-09-18 14:10:34.910	93657238051	0.498966	0.351892
2025-09-18 14:10:34.911	93657268148	0.498881	0.352518
2025-09-18 14:10:34.911	93657298292	0.498819	0.352855
2025-09-18 14:10:34.912	93657328532	0.49877	0.353262
2025-09-18 14:10:34.913	93657358869	0.498696	0.353807
2025-09-18 14:10:34.913	93657388943	0.498477	0.355298
2025-09-18 14:10:34.914	93657419280	0.494542	0.362548
2025-09-18 14:10:34.915	93657449378	0.488291	0.374857
2025-09-18 14:10:34.916	93657479724	0.481662	0.388736
2025-09-18 14:10:34.916	93657509789	0.475926	0.400502
2025-09-18 14:10:34.917	93657540020	0.471029	0.410331
2025-09-18 14:10:34.918	93657570173	0.467385	0.418096
2025-09-18 14:10:34.918	93657600519	0.464296	0.424666
2025-09-18 14:10:34.919	93657630671	0.461991	0.4296
2025-09-18 14:10:34.920	93657660962	0.459983	0.432856
2025-09-18 14:10:34.920	93657691221	0.458373	0.435628
2025-09-18 14:10:34.921	93657721374	0.457154	0.437713
2025-09-18 14:10:34.922	93657751605	0.456021	0.439508
2025-09-18 14:10:34.922	93657781758	0.455296	0.440842
2025-09-18 14:10:34.923	93657812007	0.456853	0.438639
2025-09-18 14:10:34.924	93657842082	0.458678	0.435678
2025-09-18 14:10:34.924	93657872428	0.461292	0.431375
2025-09-18 14:10:34.925	93657902599	0.467513	0.42307
2025-09-18 14:10:34.926	93657932848	0.487316	0.402183
2025-09-18 14:10:34.926	93657962923	0.511437	0.374424
2025-09-18 14:10:34.927	93657993251	0.531378	0.351162
2025-09-18 14:10:34.927	93658023298	0.545337	0.334679
2025-09-18 14:10:34.928	93658053653	0.564655	0.32305
2025-09-18 14:10:34.929	93658083727	0.577962	0.314851
2025-09-18 14:10:34.929	93658114064	0.585911	0.30916
2025-09-18 14:10:34.930	93658144305	0.591143	0.305614
2025-09-18 14:10:34.931	93658174457	0.594493	0.303902
2025-09-18 14:10:34.931	93658204725	0.597011	0.302187
2025-09-18 14:10:34.932	93658234868	0.599036	0.301644
2025-09-18 14:10:34.933	93658265136	0.600276	0.30071
2025-09-18 14:10:34.933	93658295271	0.601098	0.300288
2025-09-18 14:10:34.934	93658325530	0.601826	0.299999
2025-09-18 14:10:34.935	93658355701	0.602112	0.29975
2025-09-18 14:10:34.935	93658385959	0.602566	0.299727
2025-09-18 14:10:34.936	93658416121	0.59359	0.29807
2025-09-18 14:10:34.937	93658446412	0.521907	0.29453
2025-09-18 14:10:34.937	93658476592	0.394058	0.295569
2025-09-18 14:10:34.938	93658506671	0.307254	0.299456
2025-09-18 14:10:34.939	93658537027	0.262038	0.303831
2025-09-18 14:10:34.939	93658567083	0.238504	0.306186
2025-09-18 14:10:34.940	93658597420	0.227175	0.3072
2025-09-18 14:10:34.940	93658627669	0.221221	0.310025
2025-09-18 14:10:34.941	93658657822	0.218639	0.313466
2025-09-18 14:10:34.942	93658688081	0.216728	0.315948
2025-09-18 14:10:34.942	93658718215	0.215564	0.318457
2025-09-18 14:10:34.943	93658748456	0.226484	0.329607
2025-09-18 14:10:34.944	93658778802	0.282278	0.392785
2025-09-18 14:10:34.944	93658809102	0.382826	0.514745
2025-09-18 14:10:34.945	93658839218	0.448173	0.603099
2025-09-18 14:10:34.946	93658869334	0.494139	0.70077
2025-09-18 14:10:34.946	93658899601	0.532968	0.813179
2025-09-18 14:10:34.947	93658929689	0.551402	0.862836
2025-09-18 14:10:34.948	93658960035	0.562504	0.891454
2025-09-18 14:10:34.948	93658990092	0.568019	0.901773
2025-09-18 14:10:34.949	93659020401	0.570007	0.906001
2025-09-18 14:10:34.950	93659050545	0.592158	0.926049
2025-09-18 14:10:34.950	93659080642	0.60744	0.938853
2025-09-18 14:10:34.951	93659110873	0.61612	0.945692
2025-09-18 14:10:34.952	93659140929	0.621642	0.94996
2025-09-18 14:10:34.952	93659171238	0.625204	0.952744
2025-09-18 14:10:34.953	93659201354	0.62829	0.954648
2025-09-18 14:10:34.953	93659231452	0.630661	0.95639
2025-09-18 14:10:34.954	93659261693	0.629171	0.959238
2025-09-18 14:10:34.955	93659292002	0.627536	0.961192
2025-09-18 14:10:34.955	93659322145	0.626551	0.962909
2025-09-18 14:10:34.956	93659352225	0.626006	0.96392
2025-09-18 14:10:34.957	93659382483	0.625844	0.964873
2025-09-18 14:10:34.957	93659412580	0.625642	0.965762
2025-09-18 14:10:34.958	93659442830	0.625174	0.966379
2025-09-18 14:10:34.959	93659472983	0.630057	0.96704
2025-09-18 14:10:34.959	93659503255	0.637379	0.967813
2025-09-18 14:10:34.960	93659533302	0.644885	0.968805
2025-09-18 14:10:34.960	93659563592	0.651381	0.969816
2025-09-18 14:10:34.961	93659593745	0.656737	0.970933
2025-09-18 14:10:34.962	93659623995	0.660837	0.972018
2025-09-18 14:10:34.962	93659654129	0.663946	0.972245
2025-09-18 14:10:34.963	93659684439	0.666416	0.972607
2025-09-18 14:10:34.964	93659714734	0.668336	0.973238
2025-09-18 14:10:34.964	93659744786	0.669619	0.973919
2025-09-18 14:10:34.965	93659774939	0.67073	0.9741
2025-09-18 14:10:34.966	93659805234	0.669916	0.974146
2025-09-18 14:10:34.967	93659835828	0.669208	0.97427
2025-09-18 14:10:34.967	93659865636	0.668743	0.974401
2025-09-18 14:10:34.968	93659896185	0.669754	0.974286
2025-09-18 14:10:34.968	93659926080	0.670923	0.974285
2025-09-18 14:10:34.969	93659956319	0.672091	0.974432
2025-09-18 14:10:34.970	93659986435	0.673061	0.974397
2025-09-18 14:10:34.970	93660016827	0.674175	0.974779
2025-09-18 14:10:34.971	93660046884	0.67525	0.974928
2025-09-18 14:10:34.972	93660077037	0.676021	0.97507
2025-09-18 14:10:34.972	93660107277	0.676711	0.975151
2025-09-18 14:10:34.973	93660137605	0.677279	0.975479
2025-09-18 14:10:34.974	93660167651	0.677759	0.976076
2025-09-18 14:10:34.974	93660197988	0.678274	0.976229
2025-09-18 14:10:34.975	93660228054	0.678755	0.976431
2025-09-18 14:10:34.976	93660258400	0.679203	0.977114
2025-09-18 14:10:34.976	93660288465	0.679614	0.977769
2025-09-18 14:10:34.977	93660318829	0.679945	0.978218
2025-09-18 14:10:34.977	93660348877	0.68033	0.978531
2025-09-18 14:10:34.978	93660379145	0.680523	0.978813
2025-09-18 14:10:34.979	93660409298	0.680797	0.979231
2025-09-18 14:10:34.979	93660439625	0.68079	0.979027
2025-09-18 14:10:34.980	93660469948	0.680258	0.976653
2025-09-18 14:10:34.980	93660499958	0.679343	0.97267
2025-09-18 14:10:34.981	93660530111	0.677974	0.967021
2025-09-18 14:10:34.982	93660560466	0.676456	0.960915
2025-09-18 14:10:34.983	93660590715	0.67484	0.955863
2025-09-18 14:10:34.984	93660620868	0.673882	0.950659
2025-09-18 14:10:34.984	93660651232	0.673049	0.946836
2025-09-18 14:10:34.985	93660681289	0.672725	0.943539
2025-09-18 14:10:34.986	93660711635	0.672339	0.941152
2025-09-18 14:10:34.986	93660741691	0.671944	0.938808
2025-09-18 14:10:34.987	93660772001	0.676267	0.932982
2025-09-18 14:10:34.987	93660802135	0.682044	0.925739
2025-09-18 14:10:34.988	93660832444	0.68711	0.918921
2025-09-18 14:10:34.989	93660862500	0.691491	0.913054
2025-09-18 14:10:34.989	93660892759	0.694918	0.907579
2025-09-18 14:10:34.990	93660922912	0.697725	0.903637
2025-09-18 14:10:34.991	93660953276	0.698311	0.893419
2025-09-18 14:10:34.991	93660983313	0.698474	0.884183
2025-09-18 14:10:34.992	93661013678	0.698614	0.877049
2025-09-18 14:10:34.992	93661043725	0.698813	0.871482
2025-09-18 14:10:34.993	93661074071	0.698788	0.867166
2025-09-18 14:10:34.994	93661104128	0.69866	0.864477
2025-09-18 14:10:34.994	93661134474	0.698662	0.8629
2025-09-18 14:10:34.995	93661164529	0.698744	0.86182
2025-09-18 14:10:34.995	93661194875	0.698528	0.861096
2025-09-18 14:10:34.996	93661224932	0.698292	0.860463
2025-09-18 14:10:34.997	93661255278	0.698226	0.859744
